350
38 38
28 36 73687
36 22 42807
38 21 108816
39 34 92750
44 9 69561
9 19 23709
9 29 88661
13 27 112757
11 14 145610
2 14 50495
34 20 94121
19 7 4092
19 31 54457
23 10 41267
19 3 89331
21 41 75057
36 9 33595
15 47 118399
6 25 72296
32 31 74894
9 27 98960
30 27 70835
26 19 7225
32 25 96016
43 34 120512
46 20 46888
26 8 19032
29 28 168519
39 23 81674
18 4 72290
1 15 103637
29 44 155860
33 4 32573
32 12 48551
12 6 73591
13 15 74942
41 40 120538
5 24 104888
37 29 134597
46 16 100840
14 15 84563
40 15 100779
5 34 134007
21 20 95136
4 14 56143
7 34 110309
36 25 82975
9 6 49751
20 28 84081
26 11 131892
35 12 110161
1 19 97261
21 3 160070
4 20 72156
7 20 16188
9 34 129926
14 28 93375
41 42 90666
4 1 83043
41 6 25841
38 26 33001
10 9 58603
14 41 29373
20 18 29480
12 30 51487
14 16 69309
43 19 14295
38 24 99831
23 34 107749
34 4 96853
17 12 90356
11 28 196652
43 14 35685
7 35 113225
5 8 54047
45 36 24117
20 15 75269
29 8 122791
42 13 120220
44 14 52485
26 12 66362
41 38 33759
9 24 100807
36 33 108404
6 38 51818
24 35 119938
44 23 44821
37 42 62864
6 8 44115
17 41 35520
21 8 56783
34 29 210935
42 3 102751
12 20 56892
20 26 19321
36 10 36596
36 31 56159
14 10 56284
35 45 143136
46 33 144898
30 37 15434
45 13 89088
38 15 86894
23 38 32149
38 9 2067
25 14 96489
36 41 9685
12 37 36053
24 43 83209
46 1 132035
28 15 38185
46 42 117475
16 32 45611
38 17 67763
38 20 37872
31 44 104245
16 43 80343
2 18 33324
9 33 131840
7 8 22165
44 21 117946
37 35 108455
47 9 87119
41 19 7983
34 38 130422
21 4 114037
36 43 15997
12 2 12748
18 19 19860
15 31 102678
28 10 84752
6 19 26042
23 46 41165
34 14 108382
40 4 204317
35 38 139155
24 41 76897
17 1 132455
46 43 20497
4 19 84252
19 33 116825
21 40 195492
39 14 52040
19 28 71985
17 27 120474
40 8 138709
21 31 121531
45 23 40376
35 29 213851
31 12 113594
8 14 47647
39 6 87884
11 35 225659
3 20 101427
47 4 22307
27 40 138864
5 33 135921
31 28 108375
8 18 46117
12 15 117796
22 41 33122
27 45 112561
40 1 141973
37 46 64671
2 32 54463
37 32 31158
21 16 134770
46 5 62582
25 47 62653
32 11 145104
27 7 88140
2 8 79441
3 28 153132
30 10 49339
38 16 91824
46 4 112325
35 46 123519
46 10 53720
39 31 127887
23 4 85777
30 3 78873
44 37 21315
38 30 30745
24 19 77098
34 18 94262
27 3 110214
42 19 90867
9 14 53283
17 18 55054
26 32 27662
35 39 124454
19 29 104718
45 12 70407
46 22 47307
26 29 103759
42 39 78863
40 39 201951
20 22 53201
38 10 60670
11 40 253188
39 16 53677
47 2 16659
44 4 40956
19 30 14445
27 35 53054
47 31 109683
37 26 37104
23 47 63470
8 15 37930
8 25 110934
15 11 185785
14 30 44019
30 44 36749
43 21 81369
30 4 77705
12 14 37764
47 46 90018
23 21 89413
28 38 97761
2 20 62804
34 44 85373
7 23 10465
22 15 89326
33 32 96388
5 22 68895
43 6 32153
4 24 8619
43 12 73432
34 8 132474
6 29 110988
25 42 1994
29 36 94832
24 1 74424
16 8 92305
28 4 149518
19 44 51194
12 40 187658
37 39 58168
13 22 88408
27 34 127742
16 36 75934
11 4 195365
32 29 125155
37 17 65073
30 13 77714
19 27 84048
35 47 106250
14 42 94495
38 40 154297
13 16 95034
31 17 48584
28 39 145415
38 5 6148
31 6 72315
44 33 73529
24 18 63671
27 20 94900
40 26 121296
34 11 229313
21 39 117501
31 10 73385
45 18 53863
27 44 68090
6 30 40487
27 11 187531
44 1 46067
40 23 134894
13 24 73249
46 41 26809
31 43 40162
39 38 104347
36 23 16259
30 11 129636
11 9 100958
33 3 115653
45 24 80184
2 39 34863
47 7 59318
36 30 24331
17 33 136446
43 8 24586
23 31 59424
27 4 75503
42 47 60659
42 35 45591
42 17 124670
37 41 37862
15 37 81743
41 12 67120
17 6 59845
45 47 66496
26 41 758
38 22 66881
28 33 131345
18 46 54652
10 41 26911
24 17 107955
39 1 78940
13 36 64971
23 15 69546
21 11 207707
8 45 52076
1 25 12566
28 2 125169
28 46 90811
21 28 132898
12 39 22115
21 9 106749
9 32 44146
30 42 78298
15 42 89077
15 24 121077
35 31 143184
5 25 97572
26 6 25083
7 4 81625
30 9 32812
30 40 142966
46 6 52650
7 28 67893
17 40 156058
42 9 91497
7 38 29868
31 34 160674
42 2 58637
23 18 13487
31 22 66972
16 2 52132
19 22 41105
4 29 159518
11 2 156399
24 2 30347
34 41 114200
12 16 39384
10 4 65891
41 18 27843
2 26 60409
45 1 119658
7 37 33971
22 28 97124
16 40
7 9 440985
2 10 269167
15 5 451813
4 14 272452
7 13 399860
7 14 531498
16 4 413509
15 3 128506
1 12 450434
11 5 539481
8 15 177991
15 16 447486
12 3 459751
12 13 118679
7 12 510672
13 8 328563
8 12 209884
12 2 519114
3 6 556214
5 2 421491
4 2 350972
3 9 127323
6 15 510315
2 6 217473
3 11 267591
14 1 502041
14 5 136730
11 12 381925
11 1 574262
8 7 300788
11 2 481271
9 15 255829
5 13 280851
7 6 633112
2 14 539940
14 10 270773
1 10 483827
10 8 40063
10 16 411830
9 6 428891
49 367
9 34 90746
32 19 172500
25 12 182461
7 45 198861
4 32 231698
31 17 160112
22 11 138787
46 4 222533
11 14 140776
22 25 218552
11 42 150208
25 3 197239
38 22 114259
24 47 108122
21 25 240205
42 29 157149
38 14 116319
18 25 247790
45 9 140230
46 29 103232
47 10 43737
18 26 294155
32 12 219611
39 14 202006
6 14 77761
41 29 86032
27 13 214477
41 25 209550
32 46 205482
9 31 236253
44 13 204639
37 40 173848
21 1 141078
21 44 190324
41 33 127717
8 46 86722
14 16 133659
5 38 183239
20 26 211194
39 18 155581
5 42 122837
16 7 262990
32 31 237187
46 42 126366
11 21 160440
33 35 230330
2 40 252004
47 48 47550
36 3 198338
33 29 124896
13 38 150227
24 32 214340
39 41 146717
20 35 214445
5 17 180751
11 20 93041
28 47 183542
43 37 163708
23 38 32933
31 18 297659
41 2 76761
29 47 38218
16 18 223928
12 30 103779
32 9 219288
23 3 125879
15 6 78876
35 29 190559
16 24 195486
15 18 183815
12 8 88679
33 34 150151
26 32 298300
36 49 240128
35 41 246410
31 29 134937
15 34 213155
17 16 131612
4 22 185708
12 43 190542
16 39 68347
22 17 120209
33 1 100505
18 38 143497
15 33 117007
17 35 229081
34 39 137354
5 2 155619
5 49 118104
42 37 121155
9 22 133323
26 6 184702
27 34 187585
26 24 168768
15 39 135980
7 3 233668
49 48 180138
11 35 195862
6 11 63015
38 32 121475
47 43 114514
4 36 167970
13 37 125939
47 8 165531
34 13 245041
45 3 70449
37 14 180785
15 36 145710
47 36 162835
35 6 209892
18 4 253720
17 45 53483
17 43 144984
49 35 266879
36 48 170211
2 45 5999
45 8 166227
30 2 195921
17 33 164617
14 23 103525
3 27 133583
24 43 188371
26 45 232462
13 26 239804
46 25 226750
14 33 214803
23 47 90376
2 38 52140
19 4 193425
12 24 189935
36 2 157532
10 15 50256
3 39 83352
44 40 292726
37 15 66334
49 16 117693
48 45 48246
27 19 153725
15 47 17125
31 39 249837
46 6 161015
26 28 50726
10 13 160165
40 23 239059
4 13 166039
30 18 286764
36 26 315778
19 37 115491
30 1 148947
24 4 237067
45 10 44433
33 20 15885
2 3 64450
7 24 235688
21 15 176230
17 24 138607
1 17 93094
34 44 248264
2 6 90698
15 22 73941
6 17 126486
7 41 209630
4 14 221734
33 37 136376
13 8 206095
46 18 89470
34 6 232410
29 27 83475
33 30 143982
20 14 198918
20 12 106202
11 46 146985
16 26 183409
11 15 64846
9 16 21739
14 3 205452
47 40 257307
43 19 146531
8 27 70842
41 36 210649
46 20 69199
40 6 276872
28 27 213787
48 20 127704
6 19 128033
3 42 137431
3 28 219045
12 9 62682
46 15 124325
13 23 183160
11 4 134751
27 49 105753
45 1 63305
24 41 26058
6 21 174470
38 29 19236
19 41 114096
8 15 148406
7 18 211617
26 14 106941
35 46 283644
44 39 160802
31 38 154162
39 19 185137
31 33 230851
2 28 178239
43 46 188585
1 29 24391
25 7 245015
4 3 203169
27 10 154824
1 19 94641
22 5 155473
47 2 5330
37 32 147491
24 20 152840
11 29 43753
27 25 168543
14 21 204364
47 14 169949
26 9 188964
18 36 285151
38 1 5166
44 32 175887
14 12 174602
41 11 129785
8 36 205217
4 35 61111
9 27 96855
19 5 216598
38 11 24548
44 43 192125
30 40 128211
35 25 266228
43 22 171315
42 14 141751
19 34 227005
39 35 217533
15 45 17821
27 38 64250
37 23 97399
40 10 290438
16 5 130929
40 21 136080
32 41 188282
20 17 180502
41 46 109699
29 40 219089
31 12 242796
34 12 126134
1 49 168843
12 28 231624
37 36 147702
11 40 262842
30 39 131183
39 43 122474
46 49 121633
47 21 193355
13 17 157519
49 34 186700
38 20 117569
1 27 69416
35 48 199891
10 12 188716
46 37 148473
33 8 33408
34 28 259688
25 6 142865
48 11 34663
2 43 109196
39 6 159144
30 8 110572
26 1 191247
29 3 73721
35 27 235584
24 34 280677
26 17 264753
13 18 244139
43 45 115209
10 33 167263
27 18 158691
36 27 134375
29 9 143502
12 7 277308
24 21 266191
18 20 158669
35 37 180363
46 26 252409
3 37 118962
49 15 185345
48 34 222409
29 48 9332
21 12 111648
33 6 144229
14 29 135544
49 37 172925
42 34 77099
39 11 96129
2 25 156433
33 40 268389
17 41 112549
47 45 696
23 19 66077
35 15 181471
38 4 110223
3 47 69753
44 48 82969
4 39 156422
18 23 176430
41 10 115195
30 21 7869
8 4 135811
41 40 286949
22 3 126569
31 28 280261
37 8 102968
49 42 109601
5 37 186161
27 4 174473
20 31 246736
39 26 214282
31 8 262250
38 24 131343
3 18 236443
21 9 92444
4 33 169219
33 47 134132
44 26 240493
23 46 155390
19 8 197563
16 1 181649
46 30 197294
32 30 265256
31 34 188359
2 44 106552
21 42 78797
41 23 138190
10 22 100553
10 46 174581
18 5 224339
49 25 274296
49 39 55522
7 2 192862
19 49 234483
28 37 190565
4 20 153334
3 5 145934
7 26 286866
11 49 145475
21 20 135964
2 19 60979
19 36 96553
6 27 102737
27 47 121693
13 39 191660
7 47 198165
8 18 176192
41 6 143815
20 28 160468
31 19 163001
48 7 169279
36 23 162630
1 9 159910
5 6 221726
17 19 96767
12 39 109290
28 13 276326
14 59
7 10 155480
9 4 163241
7 8 344490
7 1 480374
6 12 255856
2 3 364926
6 11 379084
4 14 339239
7 4 192766
8 12 193514
12 13 233125
13 4 143332
11 9 268761
11 10 469585
4 11 360214
9 10 216866
13 5 315182
1 8 589300
7 6 198404
3 5 283027
8 3 292303
14 7 309172
11 14 319752
2 6 511143
8 13 295056
9 5 318921
9 1 418988
3 12 109639
9 2 400820
14 2 187693
14 10 266293
13 11 379581
6 10 255016
7 11 330147
8 9 328197
3 6 146217
2 10 425535
4 3 127347
7 9 61386
8 10 279537
10 5 299663
1 3 383094
13 3 146714
13 2 456529
6 14 358109
6 1 529311
5 6 166212
11 2 132059
5 8 20126
10 13 106046
1 13 529808
6 8 146086
3 10 236718
5 11 347827
7 13 49434
11 12 342506
7 3 97280
1 11 345392
9 6 182111
46 508
40 30 138263
18 34 108575
4 7 84088
20 4 61121
11 34 210250
35 36 186114
41 7 81129
37 14 101631
35 3 118384
14 40 157250
28 38 56424
41 44 108913
45 31 117792
44 19 91232
27 16 100708
34 5 132224
18 17 35235
13 43 100196
30 38 99642
25 30 58871
23 32 134056
41 14 160265
1 38 103948
42 30 65894
35 17 130494
2 30 100510
24 13 30072
22 11 178401
43 39 148181
33 3 81234
33 20 25428
33 28 52158
30 17 68982
29 14 158862
18 21 88895
31 6 144220
14 4 163224
31 5 136259
1 41 87595
25 18 69015
13 38 81495
2 41 75556
32 25 31109
19 20 40528
37 3 86798
26 15 76454
39 28 62135
19 1 96688
5 20 73037
7 14 132054
26 23 104937
38 2 109044
26 33 70461
25 43 116652
45 8 128937
20 7 29951
4 22 106177
44 5 55949
13 34 85889
17 42 48334
5 21 111654
42 36 65656
32 39 60839
6 45 104710
28 34 95796
10 7 60233
4 32 36021
31 38 135075
46 33 116278
15 39 82447
8 41 92071
34 35 64000
39 41 64423
33 16 46765
25 3 82417
13 39 75784
46 36 52129
20 21 67813
18 43 114440
15 11 150999
6 35 142541
43 22 148864
10 1 143080
27 30 115104
45 13 76026
35 30 155585
29 23 114139
42 45 110745
32 17 62523
1 44 135573
7 43 95003
32 9 103176
26 34 139133
16 45 120915
10 36 41219
11 37 92274
29 44 107463
28 10 96041
37 17 48064
43 16 96633
14 21 169916
13 36 72944
18 45 141982
43 31 84342
10 25 106551
32 40 110258
29 40 94606
15 29 53267
4 40 116025
14 38 193753
1 36 125929
3 31 120063
28 8 89796
25 45 92482
3 42 30192
25 21 79831
10 45 135182
21 41 28765
26 10 72793
9 39 128039
30 37 79874
10 27 122213
44 10 121833
35 44 107984
36 8 97456
23 13 119403
5 16 44716
26 29 80063
10 40 124771
42 5 78882
26 32 100387
45 41 41416
11 14 108978
26 7 49995
1 22 108196
24 29 90002
28 21 31040
17 44 93193
8 7 81662
38 32 66550
2 43 142348
43 26 45008
39 8 121897
15 3 77731
12 29 199563
9 7 52784
14 13 139090
34 46 99567
35 42 148576
40 33 80575
19 23 97908
35 14 222305
43 35 178520
17 1 70309
39 12 188420
25 41 51066
10 21 126431
22 30 112049
11 13 129733
19 29 40645
12 40 226257
46 29 41075
19 16 12207
34 37 121404
8 24 76185
29 20 56759
1 28 89870
9 37 20518
22 19 85584
17 15 10661
22 37 86127
9 36 34363
34 33 70616
35 27 77200
7 3 54532
19 31 168082
1 32 67638
26 14 88793
12 13 172780
41 12 207390
15 44 85493
7 33 48395
36 45 148970
19 6 40952
43 20 124954
2 34 83565
15 21 64321
18 6 49812
12 37 176768
18 11 143977
29 9 82852
36 31 160924
23 35 87866
37 38 101810
5 7 43086
21 16 67828
25 39 61694
24 2 57621
4 18 103525
3 9 107316
31 12 198373
38 25 67405
2 12 188504
5 41 82889
11 25 146189
2 32 72748
26 3 104527
41 46 109226
6 43 125378
16 36 61320
46 28 106951
2 18 66782
23 16 85701
34 21 126836
27 7 102338
22 18 94444
27 40 96280
10 14 156695
27 46 112767
6 4 111203
31 34 174447
44 30 125003
18 20 49388
19 14 142631
31 21 105141
12 45 248806
30 36 115359
25 14 128714
44 43 107866
2 11 171885
26 46 83703
11 40 127170
6 22 102122
9 24 88049
27 37 110163
13 27 72689
28 32 82084
27 20 79382
25 26 71644
27 28 108996
4 9 108943
23 25 105313
8 43 124708
1 4 73405
3 34 54384
16 35 144662
42 1 118643
10 16 58603
29 39 45187
5 4 99245
11 10 147338
31 39 140786
19 25 60155
29 32 79687
15 34 62679
30 8 134846
24 21 93447
45 23 113012
22 24 85283
37 29 62334
4 43 144351
27 31 183675
34 12 222081
36 41 107554
39 1 98223
15 4 57629
7 34 89138
37 13 37459
3 41 43687
38 18 88981
16 46 69513
10 13 104323
5 10 65884
34 39 33661
10 22 131980
4 35 103992
35 9 171147
18 29 49505
33 12 157507
18 36 82387
4 10 141061
14 32 152115
39 20 85939
8 22 24156
23 7 87331
25 40 81758
13 32 45199
28 26 92073
36 14 115476
21 30 105790
34 27 13200
5 27 120968
20 23 85686
2 15 20897
42 26 85791
3 21 72452
35 40 147080
14 18 151491
46 8 149545
20 34 66171
32 11 174932
5 33 63552
23 3 106728
9 41 92587
15 24 36735
21 7 69458
3 14 183326
10 15 83432
26 41 89798
42 40 100334
30 15 79624
27 11 202422
37 24 67531
41 31 76376
43 14 43785
2 25 44005
24 40 95131
21 11 193108
31 4 161952
8 32 91336
10 3 54629
27 4 93109
5 17 58884
25 36 89400
11 35 242903
5 13 48279
28 42 71604
18 39 94692
32 27 87342
32 19 63456
40 39 49419
6 3 24157
15 37 58725
11 8 154245
25 46 117461
45 22 104781
31 18 176942
33 15 21936
33 30 57688
22 33 70484
40 22 100203
43 1 153181
3 32 81562
29 35 142848
33 35 97897
22 41 67915
4 13 50966
42 44 113191
22 16 73385
19 26 63832
2 4 78515
38 39 5711
17 29 42606
2 13 58095
45 38 95565
7 40 85098
5 37 10820
16 4 82458
25 8 91792
9 22 106645
6 16 28745
21 1 116360
43 17 110801
37 26 17729
18 37 51703
27 1 95128
22 34 111227
16 3 52902
6 10 30472
24 11 159805
1 20 63143
25 6 76693
28 29 65876
19 35 156869
39 24 45712
5 22 96947
42 43 130799
40 1 118287
27 43 127720
25 15 23119
42 9 88580
15 31 131046
6 42 6035
43 12 114031
42 33 80931
43 21 163571
21 37 100834
26 4 106154
35 26 168358
10 42 24437
6 7 30375
21 39 93175
32 33 29926
41 15 54670
2 19 57922
7 35 146292
28 13 36885
26 44 62858
9 45 134003
31 35 224156
27 33 57416
20 36 89641
17 41 65331
18 13 76162
45 27 73868
32 7 52879
36 38 110860
39 37 107521
16 30 54814
36 21 129148
43 3 149535
27 25 56233
17 46 83681
29 8 108470
2 44 64607
17 25 33780
11 42 160336
35 46 163567
14 33 127531
36 37 35485
20 15 3515
5 30 90694
40 36 144788
7 11 124540
31 22 122778
29 21 96266
42 12 205291
9 26 16607
20 17 14153
20 35 123325
46 7 71143
7 13 63668
10 29 30165
1 26 108185
36 4 123910
16 34 87508
3 39 20723
16 44 79025
43 34 114520
24 27 72215
25 42 82114
7 2 47345
6 46 41382
44 38 144450
8 35 91142
6 9 83159
44 39 138739
5 35 161477
2 21 85207
38 24 51423
6 36 71691
9 2 100129
38 33 66222
34 24 79373
42 46 35347
41 33 49883
23 37 108848
46 40 115325
36 29 71384
17 21 53660
16 2 45715
31 24 141058
27 6 91741
4 45 126992
6 39 44880
37 40 117364
11 31 217713
25 9 74433
18 40 104535
21 19 80035
9 27 130666
10 33 105368
29 33 75203
18 28 102841
41 43 134806
11 23 179482
29 45 105017
31 33 126259
34 36 148828
39 11 176589
24 20 40227
38 23 91716
25 44 99044
44 31 163776
23 4 139823
20 13 40701
3 22 107052
11 33 145006
5 28 85164
28 36 109829
37 46 87614
16 8 80046
6 24 90309
8 14 163602
16 13 62038
17 8 79312
26 17 65793
45 20 99578
11 43 133371
26 27 127877
32 37 82658
39 26 125250
44 22 40998
26 2 97340
42 2 79881
46 45 146092
5 26 6909
13 26 55205
11 47
8 10 468231
11 3 296680
9 10 120892
10 11 196426
7 5 388504
3 10 229048
6 2 378485
4 5 222504
11 4 399121
7 2 393961
10 6 95646
8 1 470988
7 9 219228
8 2 657323
5 10 457837
4 8 232898
3 4 106078
6 8 463254
3 7 59922
11 5 621625
3 5 328582
5 9 546091
6 9 145748
2 10 353629
9 4 323587
3 2 453883
3 1 193653
7 8 398898
11 1 161031
8 9 440419
5 1 460594
1 10 35395
8 3 338976
2 9 232737
9 11 75534
1 7 133731
11 7 236758
6 5 461984
10 4 235333
4 1 238090
8 5 140402
7 4 166000
4 6 239480
2 1 318234
11 2 157203
7 10 169126
6 3 133402
17 66
2 13 453804
17 9 508636
8 5 335491
3 11 426569
12 14 635993
15 2 374097
6 17 619152
17 3 421257
11 14 593172
11 2 308917
5 15 413608
3 13 326746
1 14 704940
12 13 566529
8 6 490010
7 13 459311
15 6 74009
12 4 180549
11 13 204969
13 6 692075
6 3 365329
16 11 420142
9 4 157796
2 1 181672
7 9 231127
14 7 584528
16 9 21253
12 11 421642
12 16 140462
10 4 24483
14 8 767039
3 12 239783
4 16 179049
12 8 384816
6 10 281612
12 5 152236
16 6 203150
16 14 634493
12 10 205032
15 17 619330
16 5 150736
11 17 109747
5 4 107335
4 11 367335
17 2 418664
9 2 89972
14 10 535680
8 7 329173
14 17 483425
5 3 166569
16 7 252380
1 10 273979
9 15 298412
2 16 111225
6 2 314375
12 6 343612
1 13 504775
7 17 435354
5 17 379153
13 17 95222
11 15 624642
11 5 269406
1 7 322827
17 10 337540
6 1 412559
2 12 112725
25 128
21 25 121649
6 12 275018
5 17 315781
13 2 34106
20 17 290273
14 24 281830
6 3 201995
5 24 172810
7 25 99300
6 24 299823
23 17 68514
4 2 116963
13 7 105430
15 8 304615
4 23 120682
23 20 306927
17 9 130118
20 15 351969
8 18 292439
10 16 233754
13 24 254657
3 25 134040
11 3 194860
21 3 62828
20 19 240614
1 2 101656
2 7 127276
19 11 160089
3 8 234255
20 16 175229
9 6 256078
22 17 159633
10 25 18663
23 5 310265
18 3 211607
16 4 297306
12 13 241762
14 18 78676
18 5 380971
15 11 265220
20 10 166232
12 17 184523
7 14 132603
12 2 247391
22 24 204233
17 21 32059
18 22 340444
16 6 320006
19 9 229688
22 14 296180
14 25 33303
18 19 261685
5 15 342508
22 1 183682
4 13 82857
3 17 30769
21 5 299688
14 8 213763
7 4 188287
5 16 126304
13 21 127779
24 25 248527
24 20 221735
7 3 233340
25 17 150393
22 20 332956
1 15 125205
9 24 260609
22 19 223112
22 2 275182
14 12 281195
5 8 148909
19 1 223386
7 24 296927
25 1 129632
17 15 101129
6 8 393787
13 3 127910
6 7 114122
10 7 80637
7 17 249693
11 9 146317
17 8 236935
25 20 147569
22 15 58477
15 23 169643
13 5 272440
19 10 168369
18 10 130642
16 7 310033
20 13 153699
2 10 46639
5 4 189583
25 23 159358
4 8 257187
22 6 247227
13 9 86112
2 15 226861
9 1 154194
21 11 132032
2 9 107958
11 22 313541
25 4 88987
19 3 278231
20 2 175545
20 5 301533
1 14 162935
22 8 298197
1 8 212859
21 24 126878
13 17 156545
14 16 248394
18 16 284664
23 3 99283
14 2 61279
16 9 295073
21 10 140312
11 13 72465
11 1 140015
3 4 186732
21 18 164745
3 22 128837
1 23 44438
11 10 84998
4 10 107650
23 19 253112
21 1 7983
11 2 38359
21 125
2 11 250776
5 18 241050
7 21 136191
6 7 164756
3 10 175626
4 16 198469
3 13 47715
19 17 137381
19 5 244899
13 21 62611
6 13 87952
7 20 77485
17 13 126641
20 16 154312
18 10 155422
8 21 148196
7 10 259737
8 1 83695
9 15 171328
4 6 131428
9 2 50798
8 10 231780
1 2 74749
15 14 294507
6 9 141168
16 11 150069
20 21 61930
1 15 259808
20 3 47034
1 10 150759
10 11 289789
21 16 216242
15 13 225906
13 18 27511
1 20 71650
14 2 72381
5 16 368532
11 15 438582
20 17 125960
2 12 270470
20 18 26830
15 16 345217
14 9 123179
7 8 132229
8 4 130423
9 1 125547
8 16 238242
12 9 239152
8 12 269892
21 4 17773
21 2 58831
4 1 115807
19 8 80207
19 15 255904
5 15 153128
4 15 181068
4 2 41058
13 4 44838
7 2 77360
7 4 118418
10 21 244182
8 18 76358
12 17 344706
14 7 149741
1 13 72331
1 16 157221
2 18 29929
12 16 373058
18 17 133532
1 7 149135
3 14 122514
4 17 170117
19 3 24053
13 16 154993
17 14 195082
18 11 255249
3 17 153736
20 19 30679
8 9 140163
4 9 9740
6 20 87271
13 19 31360
8 13 93145
6 12 271615
6 3 80645
17 6 73091
15 17 316865
1 11 250586
10 6 94981
16 3 182088
19 1 48669
18 12 259139
14 16 210075
4 20 44157
21 17 187890
16 6 101443
10 13 182933
7 19 108164
6 8 136799
12 21 211639
21 1 133580
19 11 259098
14 11 316799
3 18 20204
18 15 252055
5 2 211121
9 21 27513
21 5 152290
11 13 248358
12 20 273569
10 19 159271
6 21 149201
14 20 75480
5 12 59349
19 6 64290
6 2 90370
18 21 88760
17 2 129059
16 2 157411
19 14 106159
15 8 176113
13 2 3780
5 4 170063
5 20 214220
11 7 325162
46 50
8 40 527802
45 12 177533
32 46 322873
45 34 380363
33 40 471698
28 23 845003
45 23 710656
31 23 550479
11 35 428929
15 19 708528
23 14 808180
45 20 540706
39 12 535690
11 38 602679
16 43 762085
3 41 276610
31 12 660607
39 15 804099
9 32 538811
18 45 356440
13 14 699430
26 32 482175
13 43 336160
23 15 378537
37 2 981915
33 23 382386
7 14 369455
38 15 984932
21 5 497645
18 13 706873
28 22 720097
5 18 271298
38 14 668874
14 22 683274
20 31 717379
24 27 834082
44 12 240675
25 39 250048
46 3 354847
42 6 795350
3 31 621343
38 45 546981
18 21 768943
31 34 692806
9 40 407047
31 42 851653
37 45 493809
3 27 281689
33 46 403359
6 4 822750
7 8
6 2 125000
2 1 300575
7 5 372800
