Case #1: 38
6 39 230303
7 11 212091
7 15 150064
7 18 282841
7 19 137453
7 20 371454
7 23 192279
7 32 115678
7 44 271184
7 46 303420
8 14 206247
8 18 102509
8 20 231686
8 22 177718
8 25 231134
8 27 207278
8 31 154552
8 47 66471
9 10 83660
9 18 42945
9 22 168036
9 24 30784
9 29 217221
9 37 80850
9 41 85191
9 47 117565
9 48 152545
9 50 36813
10 11 209375
10 24 114444
10 25 165581
10 26 233598
10 28 228941
10 31 262488
10 33 282770
10 36 189329
10 37 164510
10 40 273186
10 45 228017
10 46 249618
10 48 210176
10 49 140087
11 12 208245
11 20 213321
11 22 224312
11 28 158142
11 31 247478
11 36 94642
11 42 219080
11 48 31710
12 17 231430
12 18 234232
12 19 133607
12 20 283738
12 24 167301
12 37 117235
12 43 126143
12 44 306757
12 49 209188
13 14 294637
13 15 51737
13 16 149698
13 18 180604
13 19 39126
13 20 282422
13 24 157682
13 26 182927
13 33 274754
13 35 113653
13 39 254128
13 42 167242
14 18 213861
14 20 304991
14 21 264789
14 27 280583
14 32 245168
14 36 276630
14 43 264090
15 19 28937
15 25 276063
15 26 200002
15 27 205547
15 30 166665
15 31 203854
15 34 222527
15 36 8933
15 50 161316
16 21 130176
16 23 150098
16 41 153857
16 43 129477
16 48 179734
16 49 78736
17 19 137831
17 21 129668
17 22 172861
17 42 265947
17 43 130367
17 47 95815
18 20 325725
18 22 159049
18 24 73729
18 25 214515
18 26 206377
18 29 203811
18 32 180125
18 34 121423
18 36 217108
18 39 254370
18 40 232471
18 44 283699
19 29 56600
19 31 191243
19 36 20004
19 37 103411
19 47 131778
20 22 259774
20 23 305519
20 27 245062
20 28 55179
20 29 246287
20 32 266998
20 33 376072
20 39 264482
20 40 344728
20 43 252158
21 24 146571
21 27 208455
21 29 49835
21 32 152976
21 33 283258
21 37 96646
21 38 204377
21 44 182979
21 48 66132
22 23 45745
22 29 209749
22 31 23166
22 34 69298
22 38 82257
22 45 150693
22 48 192602
23 26 102853
23 27 139819
23 30 182317
23 31 68911
23 33 201643
23 34 115043
23 35 146887
23 38 128002
23 41 149691
23 42 250448
23 47 144935
23 48 146857
23 50 176968
24 28 228437
24 29 186437
24 33 168326
24 47 106345
25 28 206133
25 32 235124
25 37 178794
25 39 263981
25 41 183135
25 43 255988
25 46 195537
26 29 223623
26 35 96538
26 45 146089
26 50 126619
27 42 302023
27 43 209154
27 46 230247
28 31 227761
28 37 218706
28 40 334234
28 47 162427
29 30 185757
29 35 131127
29 38 252814
29 42 186114
29 43 49136
29 44 232814
30 31 159738
30 35 63342
30 43 145192
30 45 112893
30 47 105665
31 32 54022
31 35 124308
31 37 110352
31 43 183779
31 46 133720
31 48 215768
31 49 218269
32 41 73090
32 43 152277
33 37 206334
33 39 235525
33 43 283957
34 36 213594
34 39 176007
34 42 180012
34 44 193948
34 46 216889
34 48 251311
34 49 150313
34 50 177056
35 37 13956
35 38 121687
35 39 141590
35 43 81991
35 47 42323
35 48 148822
35 49 115896
36 40 149795
36 44 194820
36 49 95585
37 39 155546
37 40 208808
37 44 211836
37 45 63507
37 48 162778
38 40 226761
38 43 203678
38 46 239143
38 47 164010
39 43 223581
39 47 99267
39 48 273838
40 42 277083
40 48 227768
40 49 245380
41 45 155922
41 47 148694
41 50 48378
42 43 136978
43 48 66831
43 50 139843
44 45 275343
44 47 223840
44 50 255873
46 47 145015
46 48 268296
47 50 100316
48 49 100998
48 50 126430
Case #28: 109
1 15 305568
1 33 303186
1 36 208015
2 12 407824
2 15 361628
2 25 372379
2 32 261863
3 7 363123
3 25 67826
3 41 300307
4 11 534113
4 18 511257
4 27 301789
5 8 238100
5 14 139160
5 20 117703
5 21 187117
5 28 21210
5 30 142702
5 44 379933
6 22 386398
6 29 406011
6 31 253408
6 33 367054
6 34 432633
6 39 350911
7 8 360518
7 31 362465
7 38 347215
8 17 446487
8 27 129605
8 29 382797
8 39 282960
9 30 458531
10 11 395821
10 15 129264
11 18 22856
11 19 327863
11 21 326194
11 27 482266
11 35 471710
12 22 182015
12 25 220862
12 31 153694
13 22 374579
13 23 432189
13 31 346258
13 35 421029
13 36 389923
13 39 304136
13 43 497491
14 16 168589
14 21 326277
14 26 131124
14 27 30665
15 27 242778
16 25 344101
16 28 248830
16 35 296012
17 29 248250
17 35 170418
17 40 253599
18 31 386627
19 24 156739
19 29 239017
19 40 253304
20 21 79340
20 36 150837
20 37 177218
21 26 383255
21 30 329819
21 36 220251
22 23 282487
22 25 184771
22 41 197970
23 35 375698
23 40 460195
24 28 118551
24 31 97804
25 43 99775
26 28 230164
26 36 175820
27 31 221235
27 34 279814
27 36 75361
28 33 48620
28 39 31443
28 43 187690
29 33 249449
29 36 177831
29 40 311871
30 32 156500
30 35 330213
30 41 287191
31 32 130201
31 34 179225
32 40 289469
33 34 267047
33 35 188417
34 36 204453
34 39 258894
35 42 171079
36 41 220043
37 40 331523
38 44 440143
39 40 246559
39 43 219133
40 43 326211
42 44 457219
Case #29: 250
1 4 219903
1 5 202168
1 7 16551
1 8 113799
1 10 220998
1 12 156268
1 13 163699
1 14 134817
1 15 106300
1 18 81512
1 20 222860
1 21 170208
1 23 142338
1 26 297548
1 27 236584
2 6 274700
2 7 256951
2 8 223420
2 10 97990
2 13 265675
2 14 213460
2 15 163394
2 16 112362
2 17 235638
2 19 248492
2 20 196628
2 21 238784
2 22 85673
2 23 138549
2 25 73343
2 26 196633
2 27 161266
2 28 215170
2 29 189577
3 5 222175
3 8 235410
3 14 133604
3 16 249777
3 18 165554
3 21 254250
3 22 282690
3 23 223590
3 24 242981
3 25 133066
3 27 220989
3 28 260733
3 29 164159
4 6 232968
4 9 285893
4 12 232230
4 14 298281
4 15 234985
4 17 192797
4 19 211811
4 22 379699
4 23 254956
4 24 315744
4 25 325036
4 26 490659
4 28 249376
4 29 261168
5 6 215129
5 7 202535
5 8 299783
5 10 113756
5 11 143647
5 12 248082
5 14 229226
5 15 145444
5 16 204879
5 19 194076
5 20 34176
5 24 159744
5 26 348752
5 27 177032
5 28 230936
6 8 167119
6 9 118576
6 10 180783
6 11 126350
6 12 209588
6 13 200101
6 15 122051
6 16 181486
6 18 97263
6 19 61412
6 20 202311
6 24 174690
6 26 325359
6 27 244059
6 28 192442
6 29 95868
7 8 114166
7 10 221365
7 12 156635
7 13 147148
7 15 106667
7 16 168892
7 17 147736
7 18 81879
7 19 8459
7 21 170575
7 22 199975
7 23 142705
7 24 159306
7 25 196718
8 10 186061
8 11 211004
8 12 253883
8 14 232432
8 15 203915
8 17 244984
8 18 179127
8 19 105707
8 20 320475
8 21 267823
8 23 239953
8 24 256554
8 25 210708
8 27 122785
8 28 236737
8 29 180522
9 10 286988
9 13 212771
9 14 183889
9 16 234515
9 17 213359
9 19 74082
9 20 267308
9 21 153009
9 22 265598
9 23 208328
9 24 141740
9 25 262341
9 26 376558
9 27 302574
9 29 148897
10 11 171363
10 12 183620
10 15 114698
10 16 210352
10 17 223053
10 21 166738
10 22 183663
10 27 63276
10 28 166474
10 29 140881
11 12 207319
11 15 56665
11 16 116100
11 18 31877
11 19 105297
11 21 120573
11 22 149013
11 24 109304
11 25 146716
11 26 259973
11 27 234639
12 14 204795
12 15 203020
12 17 39433
12 18 178232
12 19 148176
12 20 282258
12 21 151111
12 22 244742
12 25 158973
12 27 196245
13 14 265414
13 16 272537
13 18 185524
13 19 155607
13 22 305450
13 27 230961
13 28 265085
13 29 186919
14 15 187364
14 16 246799
14 18 162576
14 20 263402
14 21 251272
14 24 240003
14 26 390672
14 28 221941
15 16 111801
15 17 187068
15 18 24788
15 20 166136
15 21 75390
15 22 144714
15 23 85614
15 24 86659
15 26 255674
15 29 26183
16 17 183026
16 18 87013
16 19 160433
16 20 225571
16 21 175709
16 22 198035
16 23 26187
16 24 164440
16 28 126447
17 19 139277
17 20 248515
17 21 111678
17 23 156839
17 24 122947
17 28 56579
17 29 178820
18 19 73420
18 20 141348
18 23 60826
18 26 230886
18 27 202762
18 28 161086
19 20 214768
19 21 162116
19 22 193346
19 23 134246
19 24 150847
19 25 188259
19 27 228492
20 22 258484
20 23 199384
20 24 125568
20 26 369444
20 28 265112
20 29 139953
21 22 208622
21 23 149522
21 24 11269
21 25 165441
22 23 177962
22 24 197353
22 26 110960
22 27 246939
22 28 261888
22 29 118531
23 26 288922
23 27 263588
23 28 100260
24 26 244351
24 28 179526
24 29 78822
25 26 269976
25 29 116234
26 28 372848
27 28 213391
27 29 204157
Case #30: 42
1 2 497239
1 3 656637
1 8 663727
1 11 436133
1 13 532568
2 6 389451
2 10 128301
2 11 61106
2 13 344058
2 14 431020
3 4 384920
3 6 424513
3 7 679082
3 9 568556
3 10 287699
4 11 164416
4 12 118263
4 13 404500
5 6 78665
5 7 513055
5 8 366791
5 11 269815
5 12 315968
5 13 124058
5 14 155283
6 10 352672
6 12 331630
6 14 233948
7 9 401588
7 12 412425
8 11 314359
8 12 268206
8 14 522074
9 10 478232
9 11 459791
9 13 288535
9 14 567876
11 13 282952
11 14 411069
12 13 286237
12 14 457222
13 14 279341
Case #31: 166
1 4 325224
1 11 238398
1 37 243045
1 43 485444
1 49 224435
2 14 302874
2 21 412077
2 25 239567
2 31 247350
2 41 320978
2 48 288421
3 7 354432
3 27 282655
3 30 117339
3 32 226306
3 50 89890
4 6 110903
4 9 328982
4 21 312528
4 26 285892
4 28 224279
4 40 306841
4 45 262573
4 46 138342
5 14 292373
5 36 159224
5 41 312096
5 47 273839
6 20 379523
6 32 118858
6 34 350676
6 40 339978
6 41 332332
6 47 379012
7 11 274745
7 15 202141
7 20 424186
7 30 237093
7 34 290221
7 35 173214
7 38 335257
7 41 16916
7 47 239135
8 35 327538
8 50 287669
9 14 363707
9 15 171016
9 20 492228
9 24 116647
9 31 346439
9 33 148357
9 34 424859
9 45 302086
9 48 415103
10 11 117940
10 23 71519
10 28 299844
10 30 122338
10 31 58108
10 34 243546
11 13 174643
11 14 231572
11 18 245197
11 27 216351
11 28 390395
11 39 315014
11 41 291661
12 19 490646
12 28 172769
12 37 147147
12 46 413687
13 17 261887
13 19 415999
13 23 272493
13 33 213487
13 35 384873
13 36 313432
14 17 211285
14 31 240502
14 34 282902
14 44 387748
15 16 250483
15 19 424423
15 27 208920
15 32 79354
15 38 184221
15 43 446615
15 49 218937
16 20 492182
16 22 57886
16 35 423786
16 40 452637
16 44 393283
16 46 332754
17 39 171003
17 41 201688
17 44 320497
18 19 534740
18 28 214519
18 29 235072
18 35 311156
18 38 369966
18 47 377077
19 31 465591
19 33 440439
19 39 530245
19 40 535815
19 42 442190
19 43 766712
19 50 466646
20 39 364951
20 42 202584
20 44 509336
20 48 321496
21 33 385687
21 40 479579
21 42 387438
21 48 372682
22 26 345635
22 30 258457
22 35 365900
22 44 381011
22 46 274868
22 48 388328
23 28 301924
23 33 104475
23 50 130682
24 31 272455
24 44 134045
24 45 185439
24 49 273306
25 27 172211
25 37 7488
26 34 310024
26 41 256539
26 46 380503
27 34 248874
27 41 136633
27 42 286632
27 45 77850
27 50 323735
28 29 265628
28 32 246335
28 33 253060
28 50 279267
29 35 225466
30 39 143462
31 39 255182
31 42 92815
31 46 357485
31 50 260309
32 47 260154
33 44 203098
33 48 266746
34 47 367868
35 36 239488
35 38 430942
35 40 312231
36 44 254599
39 40 325406
39 46 496451
40 44 469791
40 46 427709
41 42 309416
41 49 305624
42 45 208782
Case #32: 17
1 2 533089
1 3 804109
1 4 739452
1 5 452295
1 6 312711
1 7 482431
1 8 304328
2 3 579801
2 5 80794
2 7 182880
2 8 436831
3 5 499007
4 5 287157
4 8 643194
5 8 356037
6 8 617029
7 8 619711
Case #33: 616
1 2 48759
1 3 121323
1 4 93221
1 5 32725
1 8 85838
1 9 84668
1 11 47454
1 12 5972
1 13 128804
1 14 68809
1 15 50418
1 16 116939
1 17 99052
1 18 76445
1 19 106601
1 20 84797
1 21 53413
1 22 121446
1 23 133791
1 24 132922
1 25 127519
1 26 131053
1 27 85526
1 28 144240
1 29 50076
1 30 89308
1 31 67450
1 32 126328
1 33 120339
1 34 113184
1 35 39086
1 36 87493
1 37 89878
2 3 98950
2 4 44462
2 5 27083
2 6 74959
2 7 56197
2 8 80196
2 9 83994
2 10 179388
2 11 41812
2 12 42787
2 13 108080
2 14 54290
2 15 1659
2 16 95219
2 19 57842
2 20 70278
2 21 38894
2 22 72687
2 23 123193
2 24 87351
2 25 154752
2 26 107687
2 27 79884
2 28 140679
2 29 35557
2 30 138067
2 31 83142
2 32 77569
2 33 98619
2 34 109623
2 35 33444
2 37 110655
3 4 143412
3 5 88598
3 6 91821
3 7 42753
3 8 128494
3 9 100856
3 10 168908
3 12 115351
3 13 63077
3 14 88106
3 15 97291
3 16 75938
3 17 22271
3 18 92633
3 19 44398
3 20 72118
3 21 74584
3 22 68918
3 24 11599
3 25 157161
3 26 124187
3 27 141399
3 28 84491
3 29 71247
3 31 99169
3 32 21381
3 33 72538
3 34 53435
3 35 94959
3 36 67599
3 37 87779
4 5 71545
4 6 119421
4 7 100659
4 8 124658
4 9 128456
4 10 223850
4 11 86274
4 12 87249
4 13 124496
4 14 98752
4 17 128995
4 19 102304
4 20 114740
4 21 83356
4 22 117149
4 23 167655
4 24 131813
4 26 152149
4 27 124346
4 28 185141
4 29 80019
4 30 182529
4 31 127604
4 32 122031
4 33 115035
4 34 154085
4 35 77906
4 36 117436
4 37 155117
5 6 47876
5 7 79614
5 8 53113
5 9 56911
5 10 161182
5 11 14729
5 12 26753
5 13 96079
5 15 28742
5 16 84214
5 17 66327
5 18 47064
5 19 77969
5 20 52072
5 21 20688
5 22 99770
5 25 127669
5 26 98328
5 27 52801
5 28 132849
5 29 17351
5 30 122033
5 31 56059
5 32 100986
5 33 87614
5 34 101793
5 35 6361
5 36 54768
5 37 83572
6 7 65505
6 8 100989
6 9 9035
6 10 121752
6 11 62605
6 12 69661
6 13 83164
6 14 83960
6 15 76618
6 16 96025
6 17 114092
6 18 812
6 19 67150
6 20 83694
6 21 68564
6 22 115135
6 23 74524
6 24 95753
6 25 79793
6 26 146204
6 27 100677
6 28 84973
6 29 65227
6 31 8183
6 32 85971
6 33 92625
6 34 53917
6 35 41515
6 36 90351
6 37 35696
7 8 106918
7 9 74540
7 10 168899
7 11 94343
7 12 98984
7 13 64949
7 15 54538
7 16 58888
7 17 65024
7 18 64693
7 19 1645
7 20 29365
7 21 60749
7 22 111671
7 23 74033
7 24 31154
7 25 140111
7 27 127497
7 28 84482
7 29 62263
7 30 181472
7 31 73688
7 32 21372
7 33 55488
7 34 53426
7 35 85975
7 36 24846
7 37 59711
8 9 110024
8 11 38384
8 12 79866
8 13 65417
8 14 89197
8 15 81855
8 16 78278
8 17 106223
8 18 100177
8 19 108563
8 20 105185
8 21 73801
8 22 144862
8 23 158100
8 24 138072
8 25 159501
8 26 121983
8 28 185962
8 29 70464
8 30 175146
8 31 109172
8 32 128290
8 33 74878
8 34 154906
8 35 59474
8 36 107881
8 37 136685
9 11 71640
9 12 78696
9 13 92199
9 14 92995
9 15 85653
9 16 105060
9 17 123127
9 18 9847
9 19 76185
9 20 92729
9 21 77599
9 22 106100
9 23 83559
9 24 102841
9 25 88828
9 26 155239
9 28 94008
9 29 74262
9 30 173976
9 31 17218
9 32 93059
9 33 101660
9 34 62952
9 35 50550
9 36 99386
9 37 26661
10 11 175911
10 12 187935
10 13 146663
10 14 125098
10 15 181047
10 16 159524
10 17 187469
10 18 120940
10 19 168806
10 20 141086
10 21 140494
10 22 220707
10 23 136080
10 24 157309
10 25 201545
10 26 259510
10 27 213983
10 28 146529
10 29 143831
10 30 282108
10 31 129935
10 32 147527
10 33 156124
10 34 115473
10 35 161643
10 36 181248
11 12 41482
11 13 103801
11 14 50813
11 15 43471
11 17 81056
11 18 61793
11 19 92698
11 20 66801
11 21 35417
11 22 114499
11 23 119716
11 24 114926
11 25 142398
11 26 83599
11 27 67530
11 28 147578
11 29 32080
11 30 136762
11 31 70788
11 32 115715
11 33 102343
11 34 116522
11 35 21090
11 36 69497
11 37 98301
12 13 122832
12 14 62837
12 15 44446
12 16 110967
12 17 93080
12 18 70473
12 19 100629
12 20 78825
12 21 47441
12 22 115474
12 23 127819
12 24 126950
12 25 121547
12 26 125081
12 28 138268
12 29 44104
12 30 95280
12 32 120356
12 33 114367
12 34 107212
12 35 33114
12 36 81521
12 37 83906
13 14 59995
13 15 109739
13 16 12861
13 17 40806
13 19 66594
13 20 75983
13 21 75391
13 22 87453
13 23 106517
13 24 74676
13 25 94084
13 26 187264
13 27 81470
13 28 130266
13 29 78728
13 30 135445
13 31 74981
13 32 67156
13 34 99210
13 36 56298
13 37 118860
14 15 55949
14 16 48130
14 17 67709
14 18 83148
14 19 43708
14 20 15988
14 22 114356
14 23 106369
14 24 76507
14 25 136153
14 27 88885
14 28 129835
14 29 18733
14 31 92143
14 32 66725
14 33 51530
14 34 98779
14 35 42445
14 36 56150
14 37 105064
15 16 96878
15 17 86192
15 18 75806
15 19 56183
15 20 71937
15 21 40553
15 22 74346
15 23 124852
15 24 85692
15 25 156411
15 26 106028
15 27 81543
15 28 139020
15 29 37216
15 30 139726
15 31 84801
15 32 75910
15 34 107964
15 35 35103
15 36 74633
15 37 112314
16 17 53667
16 18 96837
16 19 60533
16 20 64118
16 21 63526
16 22 100314
16 23 93656
16 24 87537
16 25 88023
16 26 182542
16 28 143127
16 29 66863
16 32 80017
16 33 3400
16 34 112071
16 36 43437
16 37 118599
17 18 113391
17 19 66669
17 20 83697
17 21 52313
17 22 46647
17 23 72421
17 24 33870
17 25 134890
17 26 146458
17 27 119128
17 28 106762
17 29 48976
17 30 152815
17 31 115787
17 32 43652
17 33 50267
17 34 75706
17 35 72688
17 36 86393
17 37 110050
18 19 66338
18 20 84506
18 21 67752
18 22 115947
18 23 75336
18 24 95847
18 25 80605
18 26 145392
18 27 99865
18 28 85785
18 30 165753
18 31 8995
18 32 86065
18 33 93437
18 34 54729
18 35 40703
18 36 89539
18 37 36508
19 20 27720
19 21 59104
19 22 113316
19 23 73420
19 24 32799
19 25 141756
19 26 162211
19 27 129142
19 28 86127
19 29 60618
19 30 183117
19 31 75333
19 32 23017
19 33 57133
19 34 55071
19 35 84330
19 36 23201
19 37 61356
20 21 31384
20 22 130344
20 23 101140
20 24 60519
20 25 152141
20 26 150400
20 27 104873
20 28 113847
20 29 34721
20 30 174105
20 31 91877
20 32 50737
20 33 67518
20 34 82791
20 35 58433
20 36 50921
20 37 89076
21 22 98960
21 23 90973
21 24 86183
21 26 119016
21 27 73489
21 28 142636
21 29 3337
21 30 142721
21 31 76747
21 32 82121
21 33 66926
21 34 111580
21 35 27049
21 36 40754
21 37 104260
22 23 84627
22 24 80517
22 25 181537
22 26 180374
22 27 152571
22 28 136290
22 29 95623
22 30 106168
22 31 123318
22 32 90299
22 33 96914
22 34 105234
22 35 106131
22 36 133040
22 37 132761
23 24 62443
23 25 137951
23 26 198229
23 28 51663
23 29 87636
23 30 190795
23 31 66341
23 32 52661
23 33 97056
23 34 20607
23 36 50219
23 37 110220
24 25 159180
24 26 135786
24 27 152998
24 29 82846
24 30 186685
24 31 87570
24 32 9782
24 33 84137
24 35 106558
24 36 56000
24 37 76180
25 26 225997
25 27 156632
25 28 148400
25 30 210607
25 31 71610
25 32 149398
25 33 84623
25 34 117344
25 35 121308
25 36 131460
26 27 142433
26 28 208678
26 29 115679
26 30 220361
26 32 145568
26 33 185942
26 34 177622
26 35 104689
26 36 153096
26 37 181900
27 28 185650
27 29 70152
27 30 174834
27 31 108860
27 33 72009
27 35 59162
27 36 107569
27 37 94684
28 29 139299
28 30 233548
28 31 76790
28 32 63110
28 33 139727
28 34 31056
28 35 126488
28 36 101882
28 37 120669
29 30 139384
29 31 73410
29 32 83635
29 33 70263
29 34 108243
29 35 23712
29 36 37417
29 37 100923
30 31 156758
30 32 196467
30 33 125984
30 34 202492
30 35 128394
30 36 172821
31 32 77788
31 33 84442
31 34 45734
31 35 49698
31 36 98534
31 37 43879
32 33 76617
32 34 32054
32 35 107347
32 36 46218
32 37 66398
33 34 108671
33 35 93975
33 36 46837
33 37 115199
34 35 95432
34 36 70826
34 37 89613
35 36 61129
35 37 77211
36 37 84557
Case #34: 64
1 2 84111
1 4 199535
1 5 232798
1 6 108363
1 7 110212
1 9 117579
1 10 358655
1 11 121328
1 13 107463
2 6 24252
2 8 69627
2 10 279615
2 15 123677
2 16 54609
3 7 207448
3 8 250974
3 10 460962
3 12 298477
3 14 215618
3 16 235956
4 5 324912
4 6 92972
4 7 94821
4 10 348335
4 12 225460
4 14 223129
4 15 217412
4 16 123329
5 7 235589
5 8 272297
5 14 234730
5 16 264097
6 7 3649
6 9 11016
6 12 134288
6 14 131957
7 8 49024
7 9 7367
7 11 93542
7 13 2749
7 14 133806
7 15 128089
7 16 34006
8 10 240024
8 11 137068
8 12 179663
8 14 120563
9 11 100909
9 13 10116
9 14 141173
9 15 135456
9 16 41373
10 14 360587
10 15 319089
10 16 225006
11 13 90793
11 14 40264
11 16 122050
12 13 133388
12 14 82859
12 15 124357
12 16 164645
14 15 41498
15 16 94083
Case #35: 303
1 2 78790
1 3 94303
1 4 203894
1 5 29615
1 6 7676
1 7 179346
1 10 304122
1 12 39081
1 13 108408
1 14 185048
1 15 141463
1 16 207102
1 17 51852
1 18 164069
1 19 150344
1 20 143459
1 21 125171
1 24 99726
1 25 152161
1 26 95312
1 27 186442
1 28 102259
1 29 20922
1 30 105516
1 31 84612
2 3 173093
2 4 151975
2 5 49175
2 8 294231
2 9 228627
2 10 324962
2 11 150918
2 12 117871
2 13 187198
2 16 151234
2 17 130642
2 19 229134
2 20 90482
2 21 190472
2 24 163164
2 25 230144
2 26 134637
2 27 240621
2 28 127690
3 4 145359
3 5 123918
3 6 101979
3 10 300540
3 12 133384
3 13 14105
3 15 131986
3 16 197625
3 17 42451
3 19 244647
3 20 133982
3 21 115770
3 23 153691
3 26 85835
3 29 115225
3 30 116453
4 6 211570
4 9 116460
4 10 212795
4 12 221998
4 15 63489
4 16 175205
4 18 164260
4 20 61493
4 21 119538
4 24 240655
4 25 201155
4 28 102693
4 29 224816
4 31 220570
5 6 21939
5 7 208961
5 8 245056
5 9 194522
5 15 137661
5 17 81467
5 19 179959
5 22 144984
5 25 181776
5 27 200705
5 28 131874
5 29 50537
5 30 119779
6 8 223117
6 10 311798
6 12 46757
6 14 192724
6 15 149139
6 17 59528
6 18 171745
6 19 158020
6 20 151135
6 22 166923
6 23 170844
6 24 92050
6 26 102988
6 28 109935
6 30 97840
6 31 92288
7 9 256432
7 12 196392
7 13 145429
7 14 159876
7 15 116291
7 16 185728
7 18 230200
7 19 132762
7 21 178782
7 24 215049
7 25 92677
7 26 84034
7 27 96341
7 28 77087
7 30 151429
7 31 225746
8 9 347479
8 10 443814
8 12 254522
8 13 220069
8 14 250923
8 15 207338
8 17 248415
8 18 312663
8 22 297941
8 24 245649
8 25 183724
8 26 166497
8 27 187388
8 29 236363
8 30 233892
8 31 281175
9 10 195411
9 12 263218
9 15 140141
9 17 269509
9 18 146876
9 19 299680
9 21 196190
9 22 49538
9 23 247731
9 25 277807
9 26 186292
9 28 179345
9 31 302269
10 11 305811
10 13 314645
10 16 319861
10 17 258089
10 18 243211
10 19 376304
10 22 145873
10 27 265244
10 30 319878
11 12 111209
11 15 69335
11 16 134974
11 17 105102
11 18 169350
11 19 222472
11 20 71331
11 21 117932
11 22 159938
11 23 91040
11 25 120509
11 26 23184
11 27 171505
11 28 30131
11 29 93050
12 13 147489
12 14 202094
12 15 158509
12 16 224192
12 18 161306
12 19 111263
12 21 148882
12 22 213680
12 23 202249
12 24 101169
12 25 191242
12 27 225523
12 28 119305
12 29 18159
13 14 179368
13 18 181119
13 19 258752
13 20 148087
13 22 226386
13 23 167796
13 24 184587
13 27 183274
13 28 106887
13 29 129330
14 16 195109
14 17 172953
14 19 203124
14 20 41589
14 23 151175
14 25 181251
